"Date","Nationality","Count"
2008-11-30,"Gambia",9
2008-11-30,"Georgia",30
2008-11-30,"Germany",10140
2008-11-30,"Ghana",126
2008-11-30,"Gibraltar",0
2008-11-30,"Great Britain",70266
2008-11-30,"Greece",51
2008-11-30,"Grenada",3
2008-11-30,"Guatemala",15
2008-11-30,"Guinea",3
2008-11-30,"Guyana",12
2008-11-30,"Honduras",9
2008-11-30,"Hong Kong",1398
2008-11-30,"Hungary",687
2008-11-30,"Iceland",36
2008-11-30,"India",24033
2008-11-30,"Indonesia",2106
2008-11-30,"Iran",981
2008-11-30,"Iraq",990
2008-11-30,"Ireland",3267
2008-11-30,"Israel",516
2008-11-30,"Italy",831
2008-11-30,"Ivory Coast",0
2008-11-30,"Jamaica",24
2008-11-30,"Japan",7698
2008-11-30,"Jordan",210
2008-11-30,"Kazakhstan",108
2008-11-30,"Kenya",234
2008-11-30,"Kiribati",837
2008-11-30,"Kosovo - Republic of",0
2008-11-30,"Kosovo - UN Mission in",12
2008-11-30,"Kuwait",6
2008-11-30,"Kyrgyzstan",27
2008-11-30,"Laos",75
2008-11-30,"Latvia",75
2008-11-30,"Lebanon",87
2008-11-30,"Lesotho",3
2008-11-30,"Liberia",9
2008-11-30,"Libya",15
2008-11-30,"Liechtenstein",3
2008-11-30,"Lithuania",69
2008-11-30,"Luxembourg",12
2008-11-30,"Macau",27
2008-11-30,"Macedonia",279
2008-11-30,"Madagascar",6
2008-11-30,"Malawi",39
2008-11-30,"Malaysia",5763
2008-11-30,"Maldives",93
2008-11-30,"Mali",3
2008-11-30,"Malta",51
2008-11-30,"Marshall Islands",9
2008-11-30,"Mauritania",9
2008-11-30,"Mauritius",243
2008-11-30,"Mexico",348
2008-11-30,"Moldova",36
2008-11-30,"Mongolia",42
2008-11-30,"Montenegro",0
2008-11-30,"Morocco",48
2008-11-30,"Mozambique",9
2008-11-30,"Myanmar",1011
2008-11-30,"Namibia",57
2008-11-30,"Nauru",27
2008-11-30,"Nepal",471
2008-11-30,"Netherlands",3531
2008-11-30,"New Caledonia",3
2008-11-30,"New Zealand",3831
2008-11-30,"Nicaragua",3
2008-11-30,"Nigeria",258
2008-11-30,"North Korea",0
2008-11-30,"Norway",219
2008-11-30,"Oman",114
2008-11-30,"Pakistan",1008
2008-11-30,"Palau",3
2008-11-30,"Palestine",60
2008-11-30,"Panama",12
2008-11-30,"Papua New Guinea",219
2008-11-30,"Paraguay",24
2008-11-30,"Peru",213
2008-11-30,"Philippines",17253
2008-11-30,"Poland",444
2008-11-30,"Portugal",123
2008-11-30,"Qatar",12
2008-11-30,"Romania",1113
2008-11-30,"Russia",2220
2008-11-30,"Rwanda",36
2008-11-30,"Samoa",12660
2008-11-30,"Saudi Arabia",1260
2008-11-30,"Senegal",3
2008-11-30,"Serbia",69
2008-11-30,"Serbia & Montenegro",6
2008-11-30,"Seychelles",36
2008-11-30,"Sierra Leone",9
2008-11-30,"Singapore",1044
2008-11-30,"Slovakia",183
2008-11-30,"Slovenia",75
2008-11-30,"Solomon Islands",366
2008-11-30,"Somalia",324
2008-11-30,"South Africa",24150
2008-11-30,"South Korea",17910
2008-11-30,"South Sudan",0
2008-11-30,"Soviet Union",6
2008-11-30,"Spain",261
2008-11-30,"Sri Lanka",2616
2008-11-30,"St Kitts - Nevis",3
2008-11-30,"St Lucia",9
2008-11-30,"St Vincent and the Grenadines",6
2008-11-30,"Stateless",30
2008-11-30,"Sudan",201
2008-11-30,"Suriname",0
2008-11-30,"Swaziland",3
2008-11-30,"Sweden",969
2008-11-30,"Switzerland",741
2008-11-30,"Syria",99
2008-11-30,"Taiwan",1947
2008-11-30,"Tajikistan",12
2008-11-30,"Tanzania",45
2008-11-30,"Thailand",4500
2008-11-30,"Timor Leste",9
2008-11-30,"Togo",6
2008-11-30,"Tonga",7866
2008-11-30,"Trinidad and Tobago",27
2008-11-30,"Tunisia",6
2008-11-30,"Turkey",393
2008-11-30,"Turkmenistan",6
2008-11-30,"Tuvalu",837
2008-11-30,"Uganda",36
2008-11-30,"Ukraine",990
2008-11-30,"United Arab Emirates",30
2008-11-30,"United Nations",3
2008-11-30,"United States of America",9687
2008-11-30,"Unknown",12
2008-11-30,"Uruguay",474
2008-11-30,"Uzbekistan",63
2008-11-30,"Vanuatu",807
2008-11-30,"Vatican City",3
2008-11-30,"Venezuela",75
2008-11-30,"Vietnam",2025
2008-11-30,"Yemen",21
2008-11-30,"Yugoslavia",177
2008-11-30,"Zambia",213
2008-11-30,"Zimbabwe",3831
2008-12-31,"(not recorded)",30
2008-12-31,"Afghanistan",1173
2008-12-31,"Albania",33
2008-12-31,"Algeria",39
2008-12-31,"American Samoa",54
2008-12-31,"Andorra",0
2008-12-31,"Angola",3
2008-12-31,"Antigua & Barbuda",0
2008-12-31,"Argentina",1296
2008-12-31,"Armenia",9
2008-12-31,"Australia",63
2008-12-31,"Austria",375
2008-12-31,"Azerbaijan",18
2008-12-31,"Bahamas",0
2008-12-31,"Bahrain",21
2008-12-31,"Bangladesh",462
2008-12-31,"Barbados",6
2008-12-31,"Belarus",54
2008-12-31,"Belgium",411
2008-12-31,"Belize",6
2008-12-31,"Bhutan",129
2008-12-31,"Bolivia",57
2008-12-31,"Bosnia & Herzegovina",33
2008-12-31,"Botswana",18
2008-12-31,"Brazil",3165
2008-12-31,"British Indian Ocean Territory",3
2008-12-31,"Brunei Darussalam",21
2008-12-31,"Bulgaria",285
2008-12-31,"Burma",0
2008-12-31,"Burundi",108
2008-12-31,"Cambodia",1266
2008-12-31,"Cameroon",9
2008-12-31,"Canada",3519
2008-12-31,"Chile",1692
2008-12-31,"China",36003
2008-12-31,"Colombia",378
2008-12-31,"Comoros",3
2008-12-31,"Congo",96
2008-12-31,"Costa Rica",30
2008-12-31,"Croatia",99
2008-12-31,"Cuba",21
2008-12-31,"Cyprus",6
2008-12-31,"Czech Republic",1308
2008-12-31,"Democratic Republic of Congo",105
2008-12-31,"Denmark",522
2008-12-31,"Djibouti",36
2008-12-31,"Dominica",3
2008-12-31,"Dominican Republic",6
2008-12-31,"Ecuador",30
2008-12-31,"Egypt",327
2008-12-31,"El Salvador",9
2008-12-31,"Eritrea",156
2008-12-31,"Estonia",48
2008-12-31,"Ethiopia",381
2008-12-31,"Federated States of Micronesia",6
2008-12-31,"Fiji",19704
2008-12-31,"Finland",294
2008-12-31,"France",2748
2008-12-31,"French Polynesia",6
2008-12-31,"Gabon",3
2008-12-31,"Gambia",3
2008-12-31,"Georgia",27
2008-12-31,"Germany",9252
2008-12-31,"Ghana",108
2008-12-31,"Gibraltar",0
2008-12-31,"Great Britain",67488
2008-12-31,"Greece",54
2008-12-31,"Grenada",3
2008-12-31,"Guatemala",15
2008-12-31,"Guinea",3
2008-12-31,"Guyana",12
2008-12-31,"Honduras",12
2008-12-31,"Hong Kong",1068
2008-12-31,"Hungary",660
2008-12-31,"Iceland",36
2008-12-31,"India",23250
2008-12-31,"Indonesia",1932
2008-12-31,"Iran",969
2008-12-31,"Iraq",984
2008-12-31,"Ireland",2994
2008-12-31,"Israel",513
2008-12-31,"Italy",723
2008-12-31,"Ivory Coast",3
2008-12-31,"Jamaica",24
2008-12-31,"Japan",5964
2008-12-31,"Jordan",204
2008-12-31,"Kazakhstan",87
2008-12-31,"Kenya",213
2008-12-31,"Kiribati",816
2008-12-31,"Kosovo - Republic of",0
2008-12-31,"Kosovo - UN Mission in",9
2008-12-31,"Kuwait",3
2008-12-31,"Kyrgyzstan",30
2008-12-31,"Laos",66
2008-12-31,"Latvia",75
2008-12-31,"Lebanon",78
2008-12-31,"Lesotho",3
2008-12-31,"Liberia",9
2008-12-31,"Libya",12
2008-12-31,"Liechtenstein",3
2008-12-31,"Lithuania",63
2008-12-31,"Luxembourg",9
2008-12-31,"Macau",24
2008-12-31,"Macedonia",273
2008-12-31,"Madagascar",3
2008-12-31,"Malawi",36
2008-12-31,"Malaysia",4797
2008-12-31,"Maldives",75
2008-12-31,"Mali",3
2008-12-31,"Malta",48
2008-12-31,"Marshall Islands",6
2008-12-31,"Mauritania",9
2008-12-31,"Mauritius",219
2008-12-31,"Mexico",306
2008-12-31,"Moldova",39
2008-12-31,"Mongolia",45
2008-12-31,"Montenegro",0
2008-12-31,"Morocco",48
2008-12-31,"Mozambique",6
2008-12-31,"Myanmar",993
2008-12-31,"Namibia",51
2008-12-31,"Nauru",18
2008-12-31,"Nepal",471
2008-12-31,"Netherlands",3426
2008-12-31,"New Caledonia",6
2008-12-31,"New Zealand",3669
2008-12-31,"Nicaragua",3
2008-12-31,"Nigeria",267
2008-12-31,"Norway",180
2008-12-31,"Oman",63
2008-12-31,"Pakistan",960
2008-12-31,"Palau",3
2008-12-31,"Palestine",57
2008-12-31,"Panama",9
2008-12-31,"Papua New Guinea",195
2008-12-31,"Paraguay",21
2008-12-31,"Peru",195
2008-12-31,"Philippines",16515
2008-12-31,"Poland",423
2008-12-31,"Portugal",117
2008-12-31,"Qatar",9
2008-12-31,"Romania",1062
2008-12-31,"Russia",2070
2008-12-31,"Rwanda",36
2008-12-31,"Samoa",12099
2008-12-31,"Saudi Arabia",957
2008-12-31,"Senegal",0
2008-12-31,"Serbia",66
2008-12-31,"Serbia & Montenegro",6
2008-12-31,"Seychelles",36
2008-12-31,"Sierra Leone",6
2008-12-31,"Singapore",855
2008-12-31,"Slovakia",171
2008-12-31,"Slovenia",75
2008-12-31,"Solomon Islands",333
2008-12-31,"Somalia",312
2008-12-31,"South Africa",23334
2008-12-31,"South Korea",14388
2008-12-31,"South Sudan",0
2008-12-31,"Soviet Union",6
2008-12-31,"Spain",225
2008-12-31,"Sri Lanka",2529
2008-12-31,"St Kitts - Nevis",3
2008-12-31,"St Lucia",6
2008-12-31,"St Vincent and the Grenadines",6
2008-12-31,"Stateless",27
2008-12-31,"Sudan",195
2008-12-31,"Suriname",3
2008-12-31,"Swaziland",3
2008-12-31,"Sweden",906
2008-12-31,"Switzerland",693
2008-12-31,"Syria",96
2008-12-31,"Taiwan",1596
2008-12-31,"Tajikistan",9
2008-12-31,"Tanzania",45
2008-12-31,"Thailand",3585
2008-12-31,"Timor Leste",6
2008-12-31,"Togo",3
2008-12-31,"Tonga",7236
2008-12-31,"Trinidad and Tobago",15
2008-12-31,"Tunisia",6
2008-12-31,"Turkey",378
2008-12-31,"Turkmenistan",6
2008-12-31,"Tuvalu",816
2008-12-31,"Uganda",36
2008-12-31,"Ukraine",942
2008-12-31,"United Arab Emirates",15
2008-12-31,"United Nations",0
2008-12-31,"United States of America",8907
2008-12-31,"Unknown",12
2008-12-31,"Uruguay",441
2008-12-31,"Uzbekistan",66
2008-12-31,"Vanuatu",882
2008-12-31,"Vatican City",3
2008-12-31,"Venezuela",60
2008-12-31,"Vietnam",1716
2008-12-31,"Yemen",12
2008-12-31,"Yugoslavia",171
2008-12-31,"Zambia",207
2008-12-31,"Zimbabwe",3705
2009-01-31,"(not recorded)",30
2009-01-31,"Afghanistan",1188
2009-01-31,"Albania",36
2009-01-31,"Algeria",36
2009-01-31,"American Samoa",54
2009-01-31,"Andorra",0
2009-01-31,"Angola",3
2009-01-31,"Antigua & Barbuda",3
2009-01-31,"Argentina",1443
2009-01-31,"Armenia",9
2009-01-31,"Australia",75
2009-01-31,"Austria",420
2009-01-31,"Azerbaijan",18
2009-01-31,"Bahamas",0
2009-01-31,"Bahrain",33
2009-01-31,"Bangladesh",465
2009-01-31,"Barbados",9
2009-01-31,"Belarus",48
2009-01-31,"Belgium",435
2009-01-31,"Belize",6
2009-01-31,"Bermuda",0
2009-01-31,"Bhutan",183
2009-01-31,"Bolivia",57
2009-01-31,"Bosnia & Herzegovina",30
2009-01-31,"Botswana",18
2009-01-31,"Brazil",3582
2009-01-31,"British Indian Ocean Territory",0
2009-01-31,"Brunei Darussalam",33
2009-01-31,"Bulgaria",306
2009-01-31,"Burma",3
2009-01-31,"Burundi",108
2009-01-31,"Cambodia",1389
2009-01-31,"Cameroon",9
2009-01-31,"Canada",4113
2009-01-31,"Cayman Islands",0
2009-01-31,"Chile",1785
2009-01-31,"China",35982
2009-01-31,"Colombia",432
2009-01-31,"Comoros",0
2009-01-31,"Congo",96
2009-01-31,"Costa Rica",30
2009-01-31,"Croatia",96
2009-01-31,"Cuba",21
2009-01-31,"Cyprus",9
2009-01-31,"Czech Republic",1431
2009-01-31,"Democratic Republic of Congo",123
2009-01-31,"Denmark",588
2009-01-31,"Djibouti",39
2009-01-31,"Dominica",3
2009-01-31,"Dominican Republic",3
2009-01-31,"East Timor",0
2009-01-31,"Ecuador",39
2009-01-31,"Egypt",342
2009-01-31,"El Salvador",12
2009-01-31,"Eritrea",156
2009-01-31,"Estonia",54
2009-01-31,"Ethiopia",381
2009-01-31,"Federated States of Micronesia",6
2009-01-31,"Fiji",21381
2009-01-31,"Finland",324
2009-01-31,"France",3177
2009-01-31,"French Polynesia",6
2009-01-31,"Gabon",3
2009-01-31,"Gambia",6
2009-01-31,"Georgia",30
2009-01-31,"Germany",10272
2009-01-31,"Ghana",117
2009-01-31,"Gibraltar",0
2009-01-31,"Great Britain",71157
2009-01-31,"Greece",60
2009-01-31,"Grenada",0
2009-01-31,"Guatemala",18
2009-01-31,"Guinea",3
2009-01-31,"Guyana",12
2009-01-31,"Honduras",12
2009-01-31,"Hong Kong",1245
2009-01-31,"Hungary",696
2009-01-31,"Iceland",42
2009-01-31,"India",24564
2009-01-31,"Indonesia",2067
2009-01-31,"Iran",993
2009-01-31,"Iraq",1005
2009-01-31,"Ireland",3447
2009-01-31,"Israel",537
2009-01-31,"Italy",801
2009-01-31,"Ivory Coast",3
2009-01-31,"Jamaica",33
2009-01-31,"Japan",7338
2009-01-31,"Jordan",213
2009-01-31,"Kazakhstan",117
2009-01-31,"Kenya",234
2009-01-31,"Kiribati",861
2009-01-31,"Kosovo - Republic of",3
2009-01-31,"Kosovo - UN Mission in",9
2009-01-31,"Kuwait",6
2009-01-31,"Kyrgyzstan",30
2009-01-31,"Laos",69
2009-01-31,"Latvia",84
2009-01-31,"Lebanon",87
2009-01-31,"Lesotho",0
2009-01-31,"Liberia",9
2009-01-31,"Libya",15
2009-01-31,"Liechtenstein",3
2009-01-31,"Lithuania",66
2009-01-31,"Luxembourg",9
2009-01-31,"Macau",27
2009-01-31,"Macedonia",285
2009-01-31,"Madagascar",6
2009-01-31,"Malawi",42
2009-01-31,"Malaysia",5103
2009-01-31,"Maldives",81
2009-01-31,"Mali",3
2009-01-31,"Malta",48
2009-01-31,"Marshall Islands",9
2009-01-31,"Mauritania",12
2009-01-31,"Mauritius",240
2009-01-31,"Mexico",354
2009-01-31,"Moldova",33
2009-01-31,"Mongolia",42
2009-01-31,"Montenegro",3
2009-01-31,"Morocco",48
2009-01-31,"Mozambique",6
2009-01-31,"Myanmar",1020
2009-01-31,"Namibia",57
2009-01-31,"Nauru",21
2009-01-31,"Nepal",477
2009-01-31,"Netherlands",3531
2009-01-31,"New Caledonia",6
2009-01-31,"New Zealand",3798
2009-01-31,"Nicaragua",3
2009-01-31,"Nigeria",270
2009-01-31,"Norway",219
2009-01-31,"Oman",99
2009-01-31,"Pakistan",978
2009-01-31,"Palau",3
2009-01-31,"Palestine",84
2009-01-31,"Panama",9
2009-01-31,"Papua New Guinea",213
2009-01-31,"Paraguay",21
2009-01-31,"Peru",219
2009-01-31,"Philippines",17754
2009-01-31,"Poland",462
2009-01-31,"Portugal",123
2009-01-31,"Qatar",3
2009-01-31,"Romania",1089
2009-01-31,"Russia",2217
2009-01-31,"Rwanda",33
2009-01-31,"Samoa",12600
2009-01-31,"Saudi Arabia",1410
2009-01-31,"Senegal",3
2009-01-31,"Serbia",69
2009-01-31,"Serbia & Montenegro",6
2009-01-31,"Seychelles",39
2009-01-31,"Sierra Leone",6
2009-01-31,"Singapore",1011
2009-01-31,"Slovakia",189
2009-01-31,"Slovenia",72
2009-01-31,"Solomon Islands",357
2009-01-31,"Somalia",297
2009-01-31,"South Africa",24795
2009-01-31,"South Korea",16053
2009-01-31,"South Sudan",3
2009-01-31,"Soviet Union",3
2009-01-31,"Spain",291
2009-01-31,"Sri Lanka",2685
2009-01-31,"St Kitts - Nevis",3
2009-01-31,"St Lucia",6
2009-01-31,"St Vincent and the Grenadines",6
2009-01-31,"Stateless",27
2009-01-31,"Sudan",198
2009-01-31,"Suriname",0
2009-01-31,"Swaziland",6
2009-01-31,"Sweden",1044
2009-01-31,"Switzerland",759
2009-01-31,"Syria",96
2009-01-31,"Taiwan",1749
2009-01-31,"Tajikistan",9
2009-01-31,"Tanzania",51
2009-01-31,"Thailand",4026
2009-01-31,"Timor Leste",9
2009-01-31,"Togo",3
2009-01-31,"Tonga",7557
2009-01-31,"Trinidad and Tobago",21
2009-01-31,"Tunisia",6
2009-01-31,"Turkey",402
2009-01-31,"Turkmenistan",6
2009-01-31,"Tuvalu",873
2009-01-31,"Uganda",36
2009-01-31,"Ukraine",954
2009-01-31,"United Arab Emirates",36
2009-01-31,"United Nations",0
2009-01-31,"United States of America",10080
2009-01-31,"Unknown",12
2009-01-31,"Uruguay",456
2009-01-31,"Uzbekistan",69
2009-01-31,"Vanuatu",933
2009-01-31,"Vatican City",3
2009-01-31,"Venezuela",78
2009-01-31,"Vietnam",1716
2009-01-31,"Yemen",15
2009-01-31,"Yugoslavia",174
2009-01-31,"Zambia",219
2009-01-31,"Zimbabwe",3732
2009-02-28,"(not recorded)",36
2009-02-28,"Afghanistan",1119
2009-02-28,"Albania",36
2009-02-28,"Algeria",33
2009-02-28,"American Samoa",54
2009-02-28,"Andorra",0
2009-02-28,"Angola",3
2009-02-28,"Antigua & Barbuda",3
2009-02-28,"Argentina",1437
2009-02-28,"Armenia",9
2009-02-28,"Australia",78
2009-02-28,"Austria",435
2009-02-28,"Azerbaijan",18
2009-02-28,"Bahamas",3
2009-02-28,"Bahrain",78
2009-02-28,"Bangladesh",495
2009-02-28,"Barbados",9
2009-02-28,"Belarus",51
2009-02-28,"Belgium",438
2009-02-28,"Belize",9
2009-02-28,"Bermuda",0
2009-02-28,"Bhutan",183
2009-02-28,"Bolivia",60
2009-02-28,"Bosnia & Herzegovina",30
2009-02-28,"Botswana",24
2009-02-28,"Brazil",3738
2009-02-28,"British Indian Ocean Territory",3
2009-02-28,"Brunei Darussalam",72
2009-02-28,"Bulgaria",309
2009-02-28,"Burma",0
2009-02-28,"Burundi",108
2009-02-28,"Cambodia",1470
2009-02-28,"Cameroon",12
2009-02-28,"Canada",4383
2009-02-28,"Cayman Islands",0
2009-02-28,"Chile",1827
2009-02-28,"China",43746
2009-02-28,"Colombia",474
2009-02-28,"Comoros",0
2009-02-28,"Congo",96
2009-02-28,"Costa Rica",33
2009-02-28,"Croatia",96
2009-02-28,"Cuba",24
2009-02-28,"Cyprus",9
2009-02-28,"Czech Republic",1467
2009-02-28,"Democratic Republic of Congo",120
2009-02-28,"Denmark",627
2009-02-28,"Djibouti",36
2009-02-28,"Dominica",3
2009-02-28,"Dominican Republic",6
2009-02-28,"East Timor",0
2009-02-28,"Ecuador",42
2009-02-28,"Egypt",348
2009-02-28,"El Salvador",15
2009-02-28,"Eritrea",147
2009-02-28,"Estonia",57
2009-02-28,"Ethiopia",387
2009-02-28,"Federated States of Micronesia",6
2009-02-28,"Fiji",22017
2009-02-28,"Finland",345
2009-02-28,"France",3444
2009-02-28,"French Polynesia",3
2009-02-28,"Gabon",3
2009-02-28,"Gambia",6
2009-02-28,"Georgia",30
2009-02-28,"Germany",10536
2009-02-28,"Ghana",123
2009-02-28,"Gibraltar",3
2009-02-28,"Great Britain",71508
2009-02-28,"Greece",63
2009-02-28,"Grenada",3
2009-02-28,"Guatemala",15
2009-02-28,"Guinea",3
2009-02-28,"Guyana",12
2009-02-28,"Honduras",12
2009-02-28,"Hong Kong",1662
2009-02-28,"Hungary",702
2009-02-28,"Iceland",42
2009-02-28,"India",26202
2009-02-28,"Indonesia",2247
2009-02-28,"Iran",1014
2009-02-28,"Iraq",999
2009-02-28,"Ireland",3513
2009-02-28,"Israel",564
2009-02-28,"Italy",852
2009-02-28,"Ivory Coast",0
2009-02-28,"Jamaica",36
2009-02-28,"Japan",7755
2009-02-28,"Jordan",207
2009-02-28,"Kazakhstan",123
2009-02-28,"Kenya",255
2009-02-28,"Kiribati",885
2009-02-28,"Kosovo - Republic of",3
2009-02-28,"Kosovo - UN Mission in",9
2009-02-28,"Kuwait",9
2009-02-28,"Kyrgyzstan",30
2009-02-28,"Laos",81
2009-02-28,"Latvia",84
2009-02-28,"Lebanon",93
2009-02-28,"Lesotho",3
2009-02-28,"Liberia",9
2009-02-28,"Libya",15
2009-02-28,"Liechtenstein",3
2009-02-28,"Lithuania",75
2009-02-28,"Luxembourg",9
2009-02-28,"Macau",39
2009-02-28,"Macedonia",297
2009-02-28,"Madagascar",6
2009-02-28,"Malawi",51
2009-02-28,"Malaysia",6546
2009-02-28,"Maldives",96
2009-02-28,"Mali",3
2009-02-28,"Malta",48
2009-02-28,"Marshall Islands",6
2009-02-28,"Mauritania",12
2009-02-28,"Mauritius",252
2009-02-28,"Mexico",357
2009-02-28,"Moldova",36
2009-02-28,"Mongolia",45
2009-02-28,"Montenegro",3
2009-02-28,"Morocco",51
2009-02-28,"Mozambique",6
2009-02-28,"Myanmar",1017
2009-02-28,"Namibia",54
2009-02-28,"Nauru",27
2009-02-28,"Nepal",486
2009-02-28,"Netherlands",3600
2009-02-28,"New Caledonia",3
2009-02-28,"New Zealand",3918
2009-02-28,"Nicaragua",3
2009-02-28,"Niger",0
2009-02-28,"Nigeria",276
2009-02-28,"Norway",285
2009-02-28,"Oman",186
2009-02-28,"Pakistan",1023
2009-02-28,"Palau",3
2009-02-28,"Palestine",84
2009-02-28,"Panama",15
2009-02-28,"Papua New Guinea",249
2009-02-28,"Paraguay",21
2009-02-28,"Peru",219
2009-02-28,"Philippines",18378
2009-02-28,"Poland",471
2009-02-28,"Portugal",138
2009-02-28,"Qatar",3
2009-02-28,"Romania",1095
2009-02-28,"Russia",2292
2009-02-28,"Rwanda",33
2009-02-28,"Samoa",13350
2009-02-28,"Saudi Arabia",1608
2009-02-28,"Senegal",3
2009-02-28,"Serbia",69
2009-02-28,"Serbia & Montenegro",3
2009-02-28,"Seychelles",45
2009-02-28,"Sierra Leone",9
2009-02-28,"Singapore",1143
2009-02-28,"Slovakia",201
2009-02-28,"Slovenia",78
2009-02-28,"Solomon Islands",519
2009-02-28,"Somalia",303
2009-02-28,"South Africa",25146
2009-02-28,"South Korea",17541
2009-02-28,"South Sudan",0
2009-02-28,"Soviet Union",3
2009-02-28,"Spain",318
2009-02-28,"Sri Lanka",2766
2009-02-28,"St Kitts - Nevis",3
2009-02-28,"St Lucia",9
2009-02-28,"St Vincent and the Grenadines",9
2009-02-28,"Stateless",33
2009-02-28,"Sudan",204
2009-02-28,"Suriname",3
2009-02-28,"Swaziland",6
2009-02-28,"Sweden",1110
2009-02-28,"Switzerland",780
2009-02-28,"Syria",96
2009-02-28,"Taiwan",2130
2009-02-28,"Tajikistan",12
2009-02-28,"Tanzania",51
2009-02-28,"Thailand",4761
2009-02-28,"Timor Leste",18
2009-02-28,"Togo",3
2009-02-28,"Tonga",8202
2009-02-28,"Trinidad and Tobago",21
2009-02-28,"Tunisia",6
2009-02-28,"Turkey",408
2009-02-28,"Turkmenistan",3
2009-02-28,"Tuvalu",864
2009-02-28,"Uganda",39
2009-02-28,"Ukraine",966
2009-02-28,"United Arab Emirates",51
2009-02-28,"United Nations",3
2009-02-28,"United States of America",11460
2009-02-28,"Unknown",9
2009-02-28,"Uruguay",450
2009-02-28,"Uzbekistan",69
2009-02-28,"Vanuatu",1470
2009-02-28,"Vatican City",3
2009-02-28,"Venezuela",75
2009-02-28,"Vietnam",2205
2009-02-28,"Yemen",21
2009-02-28,"Yugoslavia",174
2009-02-28,"Zambia",228
2009-02-28,"Zimbabwe",3696
2009-03-31,"(not recorded)",33
2009-03-31,"Afghanistan",1008
2009-03-31,"Albania",39
2009-03-31,"Algeria",36
2009-03-31,"American Samoa",51
2009-03-31,"Angola",6
2009-03-31,"Antigua & Barbuda",0
2009-03-31,"Argentina",1497
2009-03-31,"Armenia",12
2009-03-31,"Australia",84
2009-03-31,"Austria",423
2009-03-31,"Azerbaijan",15
2009-03-31,"Bahamas",3
2009-03-31,"Bahrain",90
2009-03-31,"Bangladesh",519
2009-03-31,"Barbados",9
2009-03-31,"Belarus",48
2009-03-31,"Belgium",435
2009-03-31,"Belize",6
2009-03-31,"Bermuda",0
2009-03-31,"Bhutan",249
2009-03-31,"Bolivia",57
2009-03-31,"Bosnia & Herzegovina",30
2009-03-31,"Botswana",27
2009-03-31,"Brazil",3840
2009-03-31,"Brunei Darussalam",78
2009-03-31,"Bulgaria",312
2009-03-31,"Burma",3
2009-03-31,"Burundi",108
2009-03-31,"Cambodia",1449
2009-03-31,"Cameroon",12
2009-03-31,"Canada",4290
2009-03-31,"Cayman Islands",0
2009-03-31,"Chile",1932
2009-03-31,"China",44379
2009-03-31,"Colombia",486
2009-03-31,"Comoros",0
2009-03-31,"Congo",96
2009-03-31,"Costa Rica",36
2009-03-31,"Croatia",96
2009-03-31,"Cuba",24
2009-03-31,"Cyprus",9
2009-03-31,"Czech Republic",1368
2009-03-31,"Democratic Republic of Congo",120
2009-03-31,"Denmark",588
2009-03-31,"Djibouti",36
2009-03-31,"Dominica",3
2009-03-31,"Dominican Republic",6
2009-03-31,"East Timor",0
2009-03-31,"Ecuador",48
2009-03-31,"Egypt",345
2009-03-31,"El Salvador",15
2009-03-31,"Eritrea",147
2009-03-31,"Estonia",57
2009-03-31,"Ethiopia",387
2009-03-31,"Federated States of Micronesia",6
2009-03-31,"Fiji",22317
2009-03-31,"Finland",327
2009-03-31,"France",3501
2009-03-31,"French Polynesia",6
2009-03-31,"Gabon",3
2009-03-31,"Gambia",9
2009-03-31,"Georgia",27
2009-03-31,"Germany",9963
2009-03-31,"Ghana",120
2009-03-31,"Gibraltar",0
2009-03-31,"Great Britain",70764
2009-03-31,"Greece",66
2009-03-31,"Grenada",3
2009-03-31,"Guatemala",15
2009-03-31,"Guinea",6
2009-03-31,"Guyana",12
2009-03-31,"Honduras",12
2009-03-31,"Hong Kong",1701
2009-03-31,"Hungary",693
2009-03-31,"Iceland",36
2009-03-31,"India",26928
2009-03-31,"Indonesia",2292
2009-03-31,"Iran",1005
2009-03-31,"Iraq",993
2009-03-31,"Ireland",3528
2009-03-31,"Israel",525
2009-03-31,"Italy",873
2009-03-31,"Ivory Coast",3
2009-03-31,"Jamaica",36
2009-03-31,"Japan",7290
2009-03-31,"Jordan",219
2009-03-31,"Kazakhstan",123
2009-03-31,"Kenya",249
2009-03-31,"Kiribati",897
2009-03-31,"Kosovo - Republic of",3
2009-03-31,"Kosovo - UN Mission in",6
2009-03-31,"Kuwait",6
2009-03-31,"Kyrgyzstan",24
2009-03-31,"Laos",81
2009-03-31,"Latvia",84
2009-03-31,"Lebanon",93
2009-03-31,"Lesotho",3
