Financial Year,Month,Local Board,Location Name,_Sum of Checkouts Actual
FY21,Oct,Mobile Libraries,Mobile North,1302
FY21,Oct,Mobile Libraries,Mobile South & East,3648
FY21,Oct,Mobile Libraries,Mobile Tamariki,192
FY21,Oct,Mobile Libraries,Mobile Waka,99
FY21,Oct,Mobile Libraries,Mobile West & Central,2200
FY21,Oct,Albert - Eden,Mt Albert,26903
FY21,Oct,Puketapapa,Mt Roskill,29671
FY21,Oct,Whau,New Lynn,18243
FY21,Oct,Kaipatiki,Northcote,10451
FY21,Oct,Maungakiekie-Tamaki,Onehunga,14820
FY21,Oct,Other,Online Renewals,0
FY21,Oct,Hibiscus and Bays,Orewa,27195
FY21,Oct,Mangere-Otahuhu,Otahuhu,2988
FY21,Oct,Otara-Papatoetoe,Otara,1305
FY21,Oct,Other,Other,0
FY21,Oct,Howick,Pakuranga,15891
FY21,Oct,Maungakiekie-Tamaki,Panmure,10106
FY21,Oct,Papakura,Papakura,18720
FY21,Oct,Otara-Papatoetoe,Papatoetoe,7833
FY21,Oct,Waitemata,Parnell,9551
FY21,Oct,Albert - Eden,Pt Chevalier,11740
FY21,Oct,Franklin,Pukekohe,22554
FY21,Oct,Henderson - Massey,Ranui,8304
FY21,Oct,Orakei,Remuera,25839
FY21,Oct,Orakei,St Heliers,27233
FY21,Oct,Devonport - Takapuna,Takapuna,26354
FY21,Oct,Henderson - Massey,Te Atatu Peninsula,11673
FY21,Oct,Henderson - Massey,Te Manawa,29485
FY21,Oct,Waitakere Ranges,Titirangi,13491
FY21,Oct,Otara-Papatoetoe,Tupu,923
FY21,Oct,Waiheke,Waiheke,9796
FY21,Oct,Franklin,Waiuku,3816
FY21,Oct,Rodney,Warkworth,11015
FY21,Oct,Rodney,Wellsford,4408
FY21,Oct,Hibiscus and Bays,Whangaparaoa,19042
FY21,Nov,Upper Harbour,Albany Village,18027
FY21,Nov,Other,Art Gallery,46
FY21,Nov,Other,Automatic Renewals,0
FY21,Nov,Whau,Avondale,7330
FY21,Nov,Kaipatiki,Birkenhead,19713
FY21,Nov,Whau,Blockhouse Bay,16898
FY21,Nov,Howick,Botany,21319
FY21,Nov,Waitemata,Central City,19892
FY21,Nov,Manurewa,Clendon,2457
FY21,Nov,Other,Content and Access,65
FY21,Nov,Other,Corporate,73
FY21,Nov,Other,Debt,0
FY21,Nov,Devonport - Takapuna,Devonport,16459
FY21,Nov,Other,Digital Library,0
FY21,Nov,Other,Distribution Centre,0
FY21,Nov,Hibiscus and Bays,East Coast Bays,38780
FY21,Nov,Albert - Eden,Epsom,18216
FY21,Nov,Waitakere Ranges,Glen Eden,14044
FY21,Nov,Maungakiekie-Tamaki,Glen Innes,6619
FY21,Nov,Kaipatiki,Glenfield,24644
FY21,Nov,Great Barrier,Great Barrier,850
FY21,Nov,Waitemata,Grey Lynn,11450
FY21,Nov,Rodney,Helensville,4853
FY21,Nov,Henderson - Massey,Henderson,14699
FY21,Nov,Howick,Highland Park,23391
FY21,Nov,Mobile Libraries,Homecare North,367
FY21,Nov,Mobile Libraries,Homecare West,198
FY21,Nov,Howick,Howick,21567
FY21,Nov,Rodney,Kumeu,9922
FY21,Nov,Waitemata,Leys Institute,0
FY21,Nov,Waitemata,Leys Institute Little,5520
FY21,Nov,Other,Library Connect,39
FY21,Nov,Rodney,Mahurangi East,5693
FY21,Nov,Mangere-Otahuhu,Mangere Bridge,7145
FY21,Nov,Mangere-Otahuhu,Mangere East,1554
FY21,Nov,Mangere-Otahuhu,Mangere Town Centre,1711
FY21,Nov,Otara-Papatoetoe,Manukau,5451
FY21,Nov,Manurewa,Manurewa,10931
FY21,Nov,Henderson - Massey,Massey,0
FY21,Nov,Mobile Libraries,Mobile North,817
FY21,Nov,Mobile Libraries,Mobile South & East,3318
FY21,Nov,Mobile Libraries,Mobile Tamariki,215
FY21,Nov,Mobile Libraries,Mobile Waka,82
FY21,Nov,Mobile Libraries,Mobile West & Central,1186
FY21,Nov,Albert - Eden,Mt Albert,26570
FY21,Nov,Puketapapa,Mt Roskill,29421
FY21,Nov,Whau,New Lynn,17314
FY21,Nov,Kaipatiki,Northcote,9665
FY21,Nov,Maungakiekie-Tamaki,Onehunga,13308
FY21,Nov,Other,Online Renewals,0
FY21,Nov,Hibiscus and Bays,Orewa,27135
FY21,Nov,Mangere-Otahuhu,Otahuhu,2919
FY21,Nov,Otara-Papatoetoe,Otara,1280
FY21,Nov,Other,Other,0
FY21,Nov,Howick,Pakuranga,15592
FY21,Nov,Maungakiekie-Tamaki,Panmure,9610
FY21,Nov,Papakura,Papakura,17351
FY21,Nov,Otara-Papatoetoe,Papatoetoe,7222
FY21,Nov,Waitemata,Parnell,9163
FY21,Nov,Albert - Eden,Pt Chevalier,11205
FY21,Nov,Franklin,Pukekohe,20269
FY21,Nov,Henderson - Massey,Ranui,8422
FY21,Nov,Orakei,Remuera,25027
FY21,Nov,Orakei,St Heliers,25652
FY21,Nov,Papakura,Takaanini,0
FY21,Nov,Devonport - Takapuna,Takapuna,26265
FY21,Nov,Henderson - Massey,Te Atatu Peninsula,10384
FY21,Nov,Henderson - Massey,Te Manawa,29286
FY21,Nov,Waitakere Ranges,Titirangi,12678
FY21,Nov,Otara-Papatoetoe,Tupu,783
FY21,Nov,Waiheke,Waiheke,8880
FY21,Nov,Franklin,Waiuku,7261
FY21,Nov,Rodney,Warkworth,10004
FY21,Nov,Rodney,Wellsford,4596
FY21,Nov,Hibiscus and Bays,Whangaparaoa,18610
FY21,Dec,Upper Harbour,Albany Village,18044
FY21,Dec,Other,Art Gallery,38
FY21,Dec,Other,Automatic Renewals,0
FY21,Dec,Whau,Avondale,7025
FY21,Dec,Kaipatiki,Birkenhead,19015
FY21,Dec,Whau,Blockhouse Bay,17355
FY21,Dec,Howick,Botany,24265
FY21,Dec,Waitemata,Central City,22368
FY21,Dec,Manurewa,Clendon,2262
FY21,Dec,Other,Content and Access,118
FY21,Dec,Other,Corporate,56
FY21,Dec,Other,Debt,1
FY21,Dec,Devonport - Takapuna,Devonport,15749
FY21,Dec,Other,Digital Library,0
FY21,Dec,Other,Distribution Centre,0
FY21,Dec,Hibiscus and Bays,East Coast Bays,39759
FY21,Dec,Albert - Eden,Epsom,20169
FY21,Dec,Waitakere Ranges,Glen Eden,13506
FY21,Dec,Maungakiekie-Tamaki,Glen Innes,6896
FY21,Dec,Kaipatiki,Glenfield,24203
FY21,Dec,Great Barrier,Great Barrier,787
FY21,Dec,Waitemata,Grey Lynn,11499
FY21,Dec,Rodney,Helensville,4283
FY21,Dec,Henderson - Massey,Henderson,14267
FY21,Dec,Howick,Highland Park,23745
FY21,Dec,Mobile Libraries,Homecare North,364
FY21,Dec,Mobile Libraries,Homecare West,129
FY21,Dec,Howick,Howick,21738
FY21,Dec,Rodney,Kumeu,10281
FY21,Dec,Waitemata,Leys Institute,0
FY21,Dec,Waitemata,Leys Institute Little,5201
FY21,Dec,Other,Library Connect,59
FY21,Dec,Rodney,Mahurangi East,6166
FY21,Dec,Mangere-Otahuhu,Mangere Bridge,6985
FY21,Dec,Mangere-Otahuhu,Mangere East,1125
FY21,Dec,Mangere-Otahuhu,Mangere Town Centre,2012
FY21,Dec,Otara-Papatoetoe,Manukau,5187
FY21,Dec,Manurewa,Manurewa,12330
FY21,Dec,Henderson - Massey,Massey,0
FY21,Dec,Mobile Libraries,Mobile North,256
FY21,Dec,Mobile Libraries,Mobile South & East,1908
FY21,Dec,Mobile Libraries,Mobile Tamariki,47
FY21,Dec,Mobile Libraries,Mobile Waka,62
FY21,Dec,Mobile Libraries,Mobile West & Central,411
FY21,Dec,Albert - Eden,Mt Albert,26742
FY21,Dec,Puketapapa,Mt Roskill,28961
FY21,Dec,Whau,New Lynn,17972
FY21,Dec,Kaipatiki,Northcote,9762
FY21,Dec,Maungakiekie-Tamaki,Onehunga,13697
FY21,Dec,Other,Online Renewals,0
FY21,Dec,Hibiscus and Bays,Orewa,27750
FY21,Dec,Mangere-Otahuhu,Otahuhu,2820
FY21,Dec,Otara-Papatoetoe,Otara,1288
FY21,Dec,Other,Other,0
FY21,Dec,Howick,Pakuranga,15960
FY21,Dec,Maungakiekie-Tamaki,Panmure,9530
FY21,Dec,Papakura,Papakura,16803
FY21,Dec,Otara-Papatoetoe,Papatoetoe,7630
FY21,Dec,Waitemata,Parnell,9218
FY21,Dec,Albert - Eden,Pt Chevalier,11751
FY21,Dec,Franklin,Pukekohe,21011
FY21,Dec,Henderson - Massey,Ranui,7537
FY21,Dec,Orakei,Remuera,25856
FY21,Dec,Orakei,St Heliers,25539
FY21,Dec,Papakura,Takaanini,0
FY21,Dec,Devonport - Takapuna,Takapuna,26413
FY21,Dec,Henderson - Massey,Te Atatu Peninsula,10267
FY21,Dec,Henderson - Massey,Te Manawa,27903
FY21,Dec,Waitakere Ranges,Titirangi,13396
FY21,Dec,Otara-Papatoetoe,Tupu,724
FY21,Dec,Waiheke,Waiheke,9023
FY21,Dec,Franklin,Waiuku,6353
FY21,Dec,Rodney,Warkworth,10924
FY21,Dec,Rodney,Wellsford,4964
FY21,Dec,Hibiscus and Bays,Whangaparaoa,17904
FY21,Jan,Upper Harbour,Albany Village,21040
FY21,Jan,Other,Art Gallery,21
FY21,Jan,Other,Automatic Renewals,0
FY21,Jan,Whau,Avondale,8030
FY21,Jan,Kaipatiki,Birkenhead,22048
FY21,Jan,Whau,Blockhouse Bay,18371
FY21,Jan,Howick,Botany,29949
FY21,Jan,Waitemata,Central City,23854
FY21,Jan,Manurewa,Clendon,2691
FY21,Jan,Other,Content and Access,55
FY21,Jan,Other,Corporate,87
FY21,Jan,Other,Debt,1
FY21,Jan,Devonport - Takapuna,Devonport,19178
FY21,Jan,Other,Digital Library,0
FY21,Jan,Other,Distribution Centre,0
FY21,Jan,Hibiscus and Bays,East Coast Bays,44795
FY21,Jan,Albert - Eden,Epsom,21436
FY21,Jan,Waitakere Ranges,Glen Eden,15298
FY21,Jan,Maungakiekie-Tamaki,Glen Innes,7052
FY21,Jan,Kaipatiki,Glenfield,27574
FY21,Jan,Great Barrier,Great Barrier,1051
FY21,Jan,Waitemata,Grey Lynn,10507
FY21,Jan,Rodney,Helensville,4969
FY21,Jan,Henderson - Massey,Henderson,16708
FY21,Jan,Howick,Highland Park,26075
FY21,Jan,Mobile Libraries,Homecare North,10
FY21,Jan,Howick,Howick,23878
FY21,Jan,Rodney,Kumeu,11344
FY21,Jan,Waitemata,Leys Institute,0
FY21,Jan,Waitemata,Leys Institute Little,5063
FY21,Jan,Other,Library Connect,144
FY21,Jan,Rodney,Mahurangi East,6286
FY21,Jan,Mangere-Otahuhu,Mangere Bridge,7106
FY21,Jan,Mangere-Otahuhu,Mangere East,1510
FY21,Jan,Mangere-Otahuhu,Mangere Town Centre,2215
FY21,Jan,Otara-Papatoetoe,Manukau,6604
FY21,Jan,Manurewa,Manurewa,12228
FY21,Jan,Henderson - Massey,Massey,0
FY21,Jan,Mobile Libraries,Mobile North,792
FY21,Jan,Mobile Libraries,Mobile South & East,2108
FY21,Jan,Mobile Libraries,Mobile Tamariki,87
FY21,Jan,Mobile Libraries,Mobile Waka,137
FY21,Jan,Mobile Libraries,Mobile West & Central,212
FY21,Jan,Albert - Eden,Mt Albert,30023
FY21,Jan,Puketapapa,Mt Roskill,30905
FY21,Jan,Whau,New Lynn,19715
FY21,Jan,Kaipatiki,Northcote,9672
FY21,Jan,Maungakiekie-Tamaki,Onehunga,15284
FY21,Jan,Other,Online Renewals,0
FY21,Jan,Hibiscus and Bays,Orewa,29972
FY21,Jan,Mangere-Otahuhu,Otahuhu,3460
FY21,Jan,Otara-Papatoetoe,Otara,1353
FY21,Jan,Other,Other,0
FY21,Jan,Howick,Pakuranga,17023
FY21,Jan,Maungakiekie-Tamaki,Panmure,11026
FY21,Jan,Papakura,Papakura,18646
FY21,Jan,Otara-Papatoetoe,Papatoetoe,9111
FY21,Jan,Waitemata,Parnell,8657
FY21,Jan,Albert - Eden,Pt Chevalier,13154
FY21,Jan,Franklin,Pukekohe,21945
FY21,Jan,Henderson - Massey,Ranui,8401
FY21,Jan,Orakei,Remuera,25985
FY21,Jan,Orakei,St Heliers,27232
FY21,Jan,Papakura,Takaanini,0
FY21,Jan,Devonport - Takapuna,Takapuna,30087
FY21,Jan,Henderson - Massey,Te Atatu Peninsula,11864
FY21,Jan,Henderson - Massey,Te Manawa,34359
FY21,Jan,Waitakere Ranges,Titirangi,13500
FY21,Jan,Otara-Papatoetoe,Tupu,884
FY21,Jan,Waiheke,Waiheke,11407
FY21,Jan,Franklin,Waiuku,7145
FY21,Jan,Rodney,Warkworth,12197
FY21,Jan,Rodney,Wellsford,5353
FY21,Jan,Hibiscus and Bays,Whangaparaoa,21456
FY21,Feb,Upper Harbour,Albany Village,15586
FY21,Feb,Other,Art Gallery,60
FY21,Feb,Other,Automatic Renewals,0
FY21,Feb,Whau,Avondale,5912
FY21,Feb,Kaipatiki,Birkenhead,16502
FY21,Feb,Whau,Blockhouse Bay,13232
FY21,Feb,Howick,Botany,19485
FY21,Feb,Waitemata,Central City,16349
FY21,Feb,Manurewa,Clendon,2173
FY21,Feb,Other,Content and Access,19
FY21,Feb,Other,Corporate,117
FY21,Feb,Other,Debt,0
FY21,Feb,Devonport - Takapuna,Devonport,13622
FY21,Feb,Other,Digital Library,0
FY21,Feb,Other,Distribution Centre,0
FY21,Feb,Hibiscus and Bays,East Coast Bays,33888
FY21,Feb,Albert - Eden,Epsom,15009
FY21,Feb,Waitakere Ranges,Glen Eden,11707
FY21,Feb,Maungakiekie-Tamaki,Glen Innes,5330
FY21,Feb,Kaipatiki,Glenfield,20501
FY21,Feb,Great Barrier,Great Barrier,705
FY21,Feb,Waitemata,Grey Lynn,8906
FY21,Feb,Rodney,Helensville,3860
FY21,Feb,Henderson - Massey,Henderson,12213
FY21,Feb,Howick,Highland Park,19058
FY21,Feb,Mobile Libraries,Homecare North,285
FY21,Feb,Mobile Libraries,Homecare West,65
FY21,Feb,Howick,Howick,17434
FY21,Feb,Rodney,Kumeu,8319
FY21,Feb,Waitemata,Leys Institute,0
FY21,Feb,Waitemata,Leys Institute Little,4410
FY21,Feb,Other,Library Connect,57
FY21,Feb,Rodney,Mahurangi East,5024
FY21,Feb,Mangere-Otahuhu,Mangere Bridge,5675
FY21,Feb,Mangere-Otahuhu,Mangere East,1460
FY21,Feb,Mangere-Otahuhu,Mangere Town Centre,1814
FY21,Feb,Otara-Papatoetoe,Manukau,3848
FY21,Feb,Manurewa,Manurewa,9310
FY21,Feb,Henderson - Massey,Massey,0
FY21,Feb,Mobile Libraries,Mobile North,812
FY21,Feb,Mobile Libraries,Mobile South & East,2536
FY21,Feb,Mobile Libraries,Mobile Tamariki,44
FY21,Feb,Mobile Libraries,Mobile Waka,183
FY21,Feb,Mobile Libraries,Mobile West & Central,344
FY21,Feb,Albert - Eden,Mt Albert,22497
FY21,Feb,Puketapapa,Mt Roskill,22733
FY21,Feb,Whau,New Lynn,13924
FY21,Feb,Kaipatiki,Northcote,7325
FY21,Feb,Maungakiekie-Tamaki,Onehunga,11098
FY21,Feb,Other,Online Renewals,0
FY21,Feb,Hibiscus and Bays,Orewa,22903
FY21,Feb,Mangere-Otahuhu,Otahuhu,2503
FY21,Feb,Otara-Papatoetoe,Otara,759
FY21,Feb,Other,Other,0
FY21,Feb,Howick,Pakuranga,11953
FY21,Feb,Maungakiekie-Tamaki,Panmure,8116
FY21,Feb,Papakura,Papakura,13706
FY21,Feb,Otara-Papatoetoe,Papatoetoe,6123
FY21,Feb,Waitemata,Parnell,6914
FY21,Feb,Albert - Eden,Pt Chevalier,9795
FY21,Feb,Franklin,Pukekohe,18534
FY21,Feb,Henderson - Massey,Ranui,6309
FY21,Feb,Orakei,Remuera,20620
FY21,Feb,Orakei,St Heliers,21616
FY21,Feb,Papakura,Takaanini,0
FY21,Feb,Devonport - Takapuna,Takapuna,22690
FY21,Feb,Henderson - Massey,Te Atatu Peninsula,8499
FY21,Feb,Henderson - Massey,Te Manawa,25458
FY21,Feb,Waitakere Ranges,Titirangi,11266
FY21,Feb,Otara-Papatoetoe,Tupu,531
FY21,Feb,Waiheke,Waiheke,7152
FY21,Feb,Franklin,Waiuku,5579
FY21,Feb,Rodney,Warkworth,8986
FY21,Feb,Rodney,Wellsford,3873
FY21,Feb,Hibiscus and Bays,Whangaparaoa,15513
FY21,Mar,Upper Harbour,Albany Village,19338
FY21,Mar,Other,Art Gallery,93
FY21,Mar,Other,Automatic Renewals,0
FY21,Mar,Whau,Avondale,6695
FY21,Mar,Kaipatiki,Birkenhead,19064
FY21,Mar,Whau,Blockhouse Bay,14390
FY21,Mar,Howick,Botany,19958
FY21,Mar,Waitemata,Central City,18125
FY21,Mar,Manurewa,Clendon,2467
FY21,Mar,Other,Content and Access,57
FY21,Mar,Other,Corporate,96
FY21,Mar,Other,Debt,0
FY21,Mar,Devonport - Takapuna,Devonport,15241
FY21,Mar,Other,Digital Library,0
FY21,Mar,Other,Distribution Centre,0
FY21,Mar,Hibiscus and Bays,East Coast Bays,23499
FY21,Mar,Albert - Eden,Epsom,17319
FY21,Mar,Waitakere Ranges,Glen Eden,12782
FY21,Mar,Maungakiekie-Tamaki,Glen Innes,6078
FY21,Mar,Kaipatiki,Glenfield,23790
FY21,Mar,Great Barrier,Great Barrier,740
FY21,Mar,Waitemata,Grey Lynn,10693
FY21,Mar,Rodney,Helensville,4756
FY21,Mar,Henderson - Massey,Henderson,13487
FY21,Mar,Howick,Highland Park,21305
FY21,Mar,Mobile Libraries,Homecare North,305
FY21,Mar,Mobile Libraries,Homecare West,2
FY21,Mar,Howick,Howick,20254
FY21,Mar,Rodney,Kumeu,9672
FY21,Mar,Waitemata,Leys Institute,0
FY21,Mar,Waitemata,Leys Institute Little,5140
FY21,Mar,Other,Library Connect,60
FY21,Mar,Rodney,Mahurangi East,5417
FY21,Mar,Mangere-Otahuhu,Mangere Bridge,6388
FY21,Mar,Mangere-Otahuhu,Mangere East,1097
FY21,Mar,Mangere-Otahuhu,Mangere Town Centre,1648
FY21,Mar,Otara-Papatoetoe,Manukau,5196
FY21,Mar,Manurewa,Manurewa,10822
FY21,Mar,Henderson - Massey,Massey,0
FY21,Mar,Mobile Libraries,Mobile North,1047
FY21,Mar,Mobile Libraries,Mobile South & East,3487
FY21,Mar,Mobile Libraries,Mobile Tamariki,135
FY21,Mar,Mobile Libraries,Mobile Waka,250
FY21,Mar,Mobile Libraries,Mobile West & Central,1250
FY21,Mar,Albert - Eden,Mt Albert,25926
FY21,Mar,Puketapapa,Mt Roskill,26811
FY21,Mar,Whau,New Lynn,15849
FY21,Mar,Kaipatiki,Northcote,8918
FY21,Mar,Maungakiekie-Tamaki,Onehunga,12795
FY21,Mar,Other,Online Renewals,0
FY21,Mar,Hibiscus and Bays,Orewa,26372
FY21,Mar,Mangere-Otahuhu,Otahuhu,2522
FY21,Mar,Otara-Papatoetoe,Otara,878
FY21,Mar,Other,Other,0
FY21,Mar,Howick,Pakuranga,13992
FY21,Mar,Maungakiekie-Tamaki,Panmure,9151
FY21,Mar,Papakura,Papakura,15437
FY21,Mar,Otara-Papatoetoe,Papatoetoe,6381
FY21,Mar,Waitemata,Parnell,8499
FY21,Mar,Albert - Eden,Pt Chevalier,10978
FY21,Mar,Franklin,Pukekohe,20592
FY21,Mar,Henderson - Massey,Ranui,7519
FY21,Mar,Orakei,Remuera,22911
FY21,Mar,Orakei,St Heliers,24501
FY21,Mar,Papakura,Takaanini,1032
FY21,Mar,Devonport - Takapuna,Takapuna,26481
FY21,Mar,Henderson - Massey,Te Atatu Peninsula,10366
FY21,Mar,Henderson - Massey,Te Manawa,28355
FY21,Mar,Waitakere Ranges,Titirangi,12693
FY21,Mar,Otara-Papatoetoe,Tupu,648
FY21,Mar,Waiheke,Waiheke,8327
FY21,Mar,Franklin,Waiuku,5829
FY21,Mar,Rodney,Warkworth,10045
FY21,Mar,Rodney,Wellsford,4065
FY21,Mar,Hibiscus and Bays,Whangaparaoa,17748
FY21,Apr,Upper Harbour,Albany Village,22808
FY21,Apr,Other,Art Gallery,54
FY21,Apr,Other,Automatic Renewals,0
FY21,Apr,Whau,Avondale,7323
FY21,Apr,Kaipatiki,Birkenhead,20745
FY21,Apr,Whau,Blockhouse Bay,16219
FY21,Apr,Howick,Botany,26556
FY21,Apr,Waitemata,Central City,11112
FY21,Apr,Manurewa,Clendon,2388
FY21,Apr,Other,Content and Access,61
FY21,Apr,Other,Corporate,79
FY21,Apr,Other,Debt,0
FY21,Apr,Devonport - Takapuna,Devonport,16988
FY21,Apr,Other,Digital Library,0
FY21,Apr,Other,Distribution Centre,0
FY21,Apr,Hibiscus and Bays,East Coast Bays,20485
FY21,Apr,Albert - Eden,Epsom,18994
FY21,Apr,Waitakere Ranges,Glen Eden,14360
FY21,Apr,Maungakiekie-Tamaki,Glen Innes,6788
FY21,Apr,Kaipatiki,Glenfield,26305
FY21,Apr,Great Barrier,Great Barrier,858
FY21,Apr,Waitemata,Grey Lynn,11547
FY21,Apr,Rodney,Helensville,5129
FY21,Apr,Henderson - Massey,Henderson,15286
FY21,Apr,Howick,Highland Park,22822
FY21,Apr,Mobile Libraries,Homecare North,497
FY21,Apr,Mobile Libraries,Homecare West,0
FY21,Apr,Howick,Howick,21709
FY21,Apr,Rodney,Kumeu,1342
FY21,Apr,Waitemata,Leys Institute,0
FY21,Apr,Waitemata,Leys Institute Little,5585
FY21,Apr,Other,Library Connect,53
FY21,Apr,Rodney,Mahurangi East,5847
FY21,Apr,Mangere-Otahuhu,Mangere Bridge,6642
FY21,Apr,Mangere-Otahuhu,Mangere East,1491
FY21,Apr,Mangere-Otahuhu,Mangere Town Centre,1939
FY21,Apr,Otara-Papatoetoe,Manukau,5000
FY21,Apr,Manurewa,Manurewa,11025
FY21,Apr,Henderson - Massey,Massey,0
FY21,Apr,Mobile Libraries,Mobile North,1944
FY21,Apr,Mobile Libraries,Mobile South & East,3318
FY21,Apr,Mobile Libraries,Mobile Tamariki,366
FY21,Apr,Mobile Libraries,Mobile Waka,168
FY21,Apr,Mobile Libraries,Mobile West & Central,516
FY21,Apr,Albert - Eden,Mt Albert,27608
FY21,Apr,Puketapapa,Mt Roskill,28007
FY21,Apr,Whau,New Lynn,17307
FY21,Apr,Kaipatiki,Northcote,9811
FY21,Apr,Maungakiekie-Tamaki,Onehunga,13882
FY21,Apr,Other,Online Renewals,0
FY21,Apr,Hibiscus and Bays,Orewa,27927
FY21,Apr,Mangere-Otahuhu,Otahuhu,2870
FY21,Apr,Otara-Papatoetoe,Otara,552
FY21,Apr,Other,Other,0
FY21,Apr,Howick,Pakuranga,14822
FY21,Apr,Maungakiekie-Tamaki,Panmure,9863
FY21,Apr,Papakura,Papakura,16021
FY21,Apr,Otara-Papatoetoe,Papatoetoe,7573
FY21,Apr,Waitemata,Parnell,8970
FY21,Apr,Albert - Eden,Pt Chevalier,11913
FY21,Apr,Franklin,Pukekohe,23049
FY21,Apr,Henderson - Massey,Ranui,7685
FY21,Apr,Orakei,Remuera,24237
FY21,Apr,Orakei,St Heliers,26835
FY21,Apr,Papakura,Takaanini,4479
FY21,Apr,Devonport - Takapuna,Takapuna,30347
FY21,Apr,Henderson - Massey,Te Atatu Peninsula,11807
FY21,Apr,Henderson - Massey,Te Manawa,37102
FY21,Apr,Waitakere Ranges,Titirangi,14143
FY21,Apr,Otara-Papatoetoe,Tupu,817
FY21,Apr,Waiheke,Waiheke,8883
FY21,Apr,Franklin,Waiuku,6671
FY21,Apr,Rodney,Warkworth,11027
FY21,Apr,Rodney,Wellsford,4932
FY21,Apr,Hibiscus and Bays,Whangaparaoa,19918
FY21,May,Upper Harbour,Albany Village,23120
FY21,May,Other,Art Gallery,33
FY21,May,Other,Automatic Renewals,0
FY21,May,Whau,Avondale,7666
FY21,May,Kaipatiki,Birkenhead,21906
FY21,May,Whau,Blockhouse Bay,16629
FY21,May,Howick,Botany,24563
FY21,May,Waitemata,Central City,20408
FY21,May,Manurewa,Clendon,2538
FY21,May,Other,Content and Access,56
FY21,May,Other,Corporate,104
FY21,May,Other,Debt,0
FY21,May,Devonport - Takapuna,Devonport,17711
FY21,May,Other,Digital Library,0
FY21,May,Other,Distribution Centre,0
FY21,May,Hibiscus and Bays,East Coast Bays,22236
FY21,May,Albert - Eden,Epsom,18832
FY21,May,Waitakere Ranges,Glen Eden,13916
FY21,May,Maungakiekie-Tamaki,Glen Innes,6782
FY21,May,Kaipatiki,Glenfield,26510
FY21,May,Great Barrier,Great Barrier,797
FY21,May,Waitemata,Grey Lynn,12042
FY21,May,Rodney,Helensville,5785
FY21,May,Henderson - Massey,Henderson,14777
FY21,May,Howick,Highland Park,22968
FY21,May,Mobile Libraries,Homecare North,594
FY21,May,Mobile Libraries,Homecare South,7
FY21,May,Mobile Libraries,Homecare West,1
FY21,May,Howick,Howick,22649
FY21,May,Rodney,Kumeu,8827
FY21,May,Waitemata,Leys Institute,0
FY21,May,Waitemata,Leys Institute Little,5647
FY21,May,Other,Library Connect,75
FY21,May,Rodney,Mahurangi East,5864
FY21,May,Mangere-Otahuhu,Mangere Bridge,6648
FY21,May,Mangere-Otahuhu,Mangere East,1304
FY21,May,Mangere-Otahuhu,Mangere Town Centre,1652
FY21,May,Otara-Papatoetoe,Manukau,5363
FY21,May,Manurewa,Manurewa,10459
FY21,May,Henderson - Massey,Massey,0
FY21,May,Mobile Libraries,Mobile North,1695
FY21,May,Mobile Libraries,Mobile South & East,3904
FY21,May,Mobile Libraries,Mobile Tamariki,407
FY21,May,Mobile Libraries,Mobile Waka,471
FY21,May,Mobile Libraries,Mobile West & Central,1967
FY21,May,Albert - Eden,Mt Albert,27284
FY21,May,Puketapapa,Mt Roskill,29337
FY21,May,Whau,New Lynn,17747
FY21,May,Kaipatiki,Northcote,10213
FY21,May,Maungakiekie-Tamaki,Onehunga,13795
FY21,May,Other,Online Renewals,0
FY21,May,Hibiscus and Bays,Orewa,28507
FY21,May,Mangere-Otahuhu,Otahuhu,3247
FY21,May,Otara-Papatoetoe,Otara,15
FY21,May,Other,Other,0
FY21,May,Howick,Pakuranga,14488
FY21,May,Maungakiekie-Tamaki,Panmure,10442
FY21,May,Papakura,Papakura,15385
FY21,May,Otara-Papatoetoe,Papatoetoe,7036
FY21,May,Waitemata,Parnell,9323
FY21,May,Albert - Eden,Pt Chevalier,12082
FY21,May,Franklin,Pukekohe,22258
FY21,May,Henderson - Massey,Ranui,8427
FY21,May,Orakei,Remuera,25157
FY21,May,Orakei,St Heliers,27603
FY21,May,Papakura,Takaanini,4081
FY21,May,Devonport - Takapuna,Takapuna,30622
FY21,May,Henderson - Massey,Te Atatu Peninsula,10677
FY21,May,Henderson - Massey,Te Manawa,32404
FY21,May,Waitakere Ranges,Titirangi,14301
FY21,May,Otara-Papatoetoe,Tupu,724
FY21,May,Waiheke,Waiheke,9039
FY21,May,Franklin,Waiuku,6658
FY21,May,Rodney,Warkworth,10726
FY21,May,Rodney,Wellsford,4322
FY21,May,Hibiscus and Bays,Whangaparaoa,20060
FY21,Jun,Upper Harbour,Albany Village,22407
FY21,Jun,Other,Art Gallery,32
FY21,Jun,Other,Automatic Renewals,0
FY21,Jun,Whau,Avondale,7153
FY21,Jun,Kaipatiki,Birkenhead,21534
FY21,Jun,Whau,Blockhouse Bay,16044
FY21,Jun,Howick,Botany,23615
FY21,Jun,Waitemata,Central City,19521
FY21,Jun,Manurewa,Clendon,2202
FY21,Jun,Other,Content and Access,66
FY21,Jun,Other,Corporate,95
FY21,Jun,Other,Debt,0
FY21,Jun,Devonport - Takapuna,Devonport,16375
FY21,Jun,Other,Digital Library,0
FY21,Jun,Other,Distribution Centre,0
